name,id,key,potid,potkey,units,atom_style,allsymbols,pair_style,status,symbols,elements,artifacts,comments,dois
2013--Hale-L-M--Pd-Ag-H-Morse--LAMMPS--ipr1,2013--Hale-L-M--Pd-Ag-H-Morse--LAMMPS--ipr1,5a2a7008-a8b7-42d8-a53d-ddb018172c1e,2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse,abef3818-788d-4173-aa8d-62265deeec2b,metal,atomic,False,eam/alloy,active,"['Pd', 'Ag', 'H']","['Pd', 'Ag', 'H']","[{'filename': 'PdAgH_MorsePd3Ag.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse/1/PdAgH_MorsePd3Ag.eam.alloy'}]","Potential 2013--Hale-L-M--Pd-Ag-H-Morse--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Hale-L-M-Wong-B-M-Zimmerman-J-A-Zhou-X-W--Pd-Ag-H-Morse/2013--Hale-L-M--Pd-Ag-H-Morse--LAMMPS--ipr1.html
",['10.1088/0965-0393/21/4/045005']
2013--Henriksson-K-O-E--Fe-C--LAMMPS--ipr1,2013--Henriksson-K-O-E--Fe-C--LAMMPS--ipr1,3b1b8700-6259-476d-9ff3-8e5cb874d06b,2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C,5eaad52e-ca4d-4859-b01b-13f70c3c6b54,metal,atomic,False,tersoff/zbl,active,"['Fe', 'C']","['Fe', 'C']","[{'filename': 'FeC_Henriksson_2013.tersoff.zbl', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C/1/FeC_Henriksson_2013.tersoff.zbl'}]","Potential 2013--Henriksson-K-O-E--Fe-C--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Henriksson-K-O-E-Bjorkas-C-Nordlund-K--Fe-C/2013--Henriksson-K-O-E--Fe-C--LAMMPS--ipr1.html
",['10.1088/0953-8984/25/44/445401']
2013--Ko-W-S--V-Pd-Y--LAMMPS--ipr1,2013--Ko-W-S--V-Pd-Y--LAMMPS--ipr1,fbcfe046-df45-45c0-8ce2-2bfb6cf284a7,2013--Ko-W-S-Lee-B-J--V-Pd-Y,4fe53261-1724-42f3-9f60-c5ab69ba2cb8,metal,atomic,False,meam,active,"['V', 'Pd', 'Y']","['V', 'Pd', 'Y']","[{'filename': 'VPdY.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ko-W-S-Lee-B-J--V-Pd-Y/1/VPdY.meam'}, {'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ko-W-S-Lee-B-J--V-Pd-Y/1/library.meam'}]","Potential 2013--Ko-W-S--V-Pd-Y--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Ko-W-S-Lee-B-J--V-Pd-Y/2013--Ko-W-S--V-Pd-Y--LAMMPS--ipr1.html
",['10.1088/0965-0393/21/8/085008']
2013--Ko-W-S--Y--LAMMPS--ipr1,2013--Ko-W-S--Y--LAMMPS--ipr1,474ca1bc-b79f-4994-8d9e-a020ec787df8,2013--Ko-W-S-Lee-B-J--Y,b8633578-e4b1-485b-b81f-4c589c011b44,metal,atomic,False,meam,active,['Y'],['Y'],"[{'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ko-W-S-Lee-B-J--Y/1/library.meam'}, {'filename': 'Y.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ko-W-S-Lee-B-J--Y/1/Y.meam'}]","Potential 2013--Ko-W-S--Y--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Ko-W-S-Lee-B-J--Y/2013--Ko-W-S--Y--LAMMPS--ipr1.html
",['10.1088/0965-0393/21/8/085008']
2013--Marinica-M-C--W-2--LAMMPS--ipr1,2013--Marinica-M-C--W-2--LAMMPS--ipr1,8f8b7506-13db-4798-8eeb-e92a397f9ca3,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-2,35eb4e57-5629-4b16-a21d-f87367d10a51,metal,atomic,False,eam/alloy,active,['W'],['W'],"[{'filename': 'w_eam2.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-2/1/w_eam2.fs'}]","Potential 2013--Marinica-M-C--W-2--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-2/2013--Marinica-M-C--W-2--LAMMPS--ipr1.html
",['10.1088/0953-8984/25/39/395502']
2013--Marinica-M-C--W-3--LAMMPS--ipr1,2013--Marinica-M-C--W-3--LAMMPS--ipr1,c7e30b10-19e4-431e-95bf-116a2e63381f,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-3,1d38de3b-e3c6-482f-a97c-84acf5042046,metal,atomic,False,eam/alloy,active,['W'],['W'],"[{'filename': 'w_eam3.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-3/1/w_eam3.fs'}]","Potential 2013--Marinica-M-C--W-3--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-3/2013--Marinica-M-C--W-3--LAMMPS--ipr1.html
",['10.1088/0953-8984/25/39/395502']
2013--Marinica-M-C--W-4--LAMMPS--ipr1,2013--Marinica-M-C--W-4--LAMMPS--ipr1,e33f20b5-2904-4ee3-9e19-c73b30dd6fc5,2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-4,30656327-03f8-4bc5-ae74-aa3ed1788ce2,metal,atomic,False,eam/alloy,active,['W'],['W'],"[{'filename': 'w_eam4.fs', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-4/1/w_eam4.fs'}]","Potential 2013--Marinica-M-C--W-4--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Marinica-M-C-Ventelon-L-Gilbert-M-R-et-al--W-4/2013--Marinica-M-C--W-4--LAMMPS--ipr1.html
",['10.1088/0953-8984/25/39/395502']
2013--Onat-B--Cu-Ni--LAMMPS--ipr1,2013--Onat-B--Cu-Ni--LAMMPS--ipr1,238d8f18-4807-482d-8502-b7ed64572f4f,2013--Onat-B-Durukanoglu-S--Cu-Ni,31a90189-5dd6-43bc-ba69-78c94fca1bd1,metal,atomic,False,eam/alloy,superseded,"['Cu', 'Ni']","['Cu', 'Ni']","[{'filename': 'CuNi.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Onat-B-Durukanoglu-S--Cu-Ni/1/CuNi.eam.alloy'}]",,[]
2013--Onat-B--Cu-Ni--LAMMPS--ipr2,2013--Onat-B--Cu-Ni--LAMMPS--ipr2,ef3c968c-5e47-45bb-836c-8d8703d44edb,2013--Onat-B-Durukanoglu-S--Cu-Ni,31a90189-5dd6-43bc-ba69-78c94fca1bd1,metal,atomic,False,eam/alloy,active,"['Cu', 'Ni']","['Cu', 'Ni']","[{'filename': 'CuNi_v2.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Onat-B-Durukanoglu-S--Cu-Ni/2/CuNi_v2.eam.alloy'}]","Potential 2013--Onat-B--Cu-Ni--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Onat-B-Durukanoglu-S--Cu-Ni/2013--Onat-B--Cu-Ni--LAMMPS--ipr2.html
",['10.1088/0953-8984/26/3/035404']
2013--Ravelo-R--Ta-1--LAMMPS--ipr1,2013--Ravelo-R--Ta-1--LAMMPS--ipr1,a7155919-1006-4820-9022-9f8256ef5e4a,2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-1,90f90347-9851-4950-9776-f32583162b20,metal,atomic,False,eam/alloy,active,['Ta'],['Ta'],"[{'filename': 'Ta1_Ravelo_2013.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-1/1/Ta1_Ravelo_2013.eam.alloy'}]","Potential 2013--Ravelo-R--Ta-1--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-1/2013--Ravelo-R--Ta-1--LAMMPS--ipr1.html
",['10.1103/physrevb.88.134101']
2013--Ravelo-R--Ta-2--LAMMPS--ipr1,2013--Ravelo-R--Ta-2--LAMMPS--ipr1,491cdf0d-6c3d-47ef-ba4e-86413cc99cc3,2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-2,f6dc059a-6c4a-442b-8190-e364f45a0f5a,metal,atomic,False,eam/alloy,active,['Ta'],['Ta'],"[{'filename': 'Ta2_Ravelo_2013.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-2/1/Ta2_Ravelo_2013.eam.alloy'}]","Potential 2013--Ravelo-R--Ta-2--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Ravelo-R-Germann-T-C-Guerrero-O-et-al--Ta-2/2013--Ravelo-R--Ta-2--LAMMPS--ipr1.html
",['10.1103/physrevb.88.134101']
2013--Shim-J-H--V-Al--LAMMPS--ipr1,2013--Shim-J-H--V-Al--LAMMPS--ipr1,98863e73-bc62-46f1-be4b-713b7501709f,2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al,b80483cd-7d3f-404a-b5ff-845d5cb79f6f,metal,atomic,False,meam,active,"['Al', 'V']","['Al', 'V']","[{'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al/1/library.meam'}, {'filename': 'AlV.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al/1/AlV.meam'}]","Potential 2013--Shim-J-H--V-Al--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al/2013--Shim-J-H--V-Al--LAMMPS--ipr1.html
",['10.1016/j.memsci.2012.12.019']
2013--Shim-J-H--V-Al-H--LAMMPS--ipr1,2013--Shim-J-H--V-Al-H--LAMMPS--ipr1,2511c562-c56d-4f10-a395-1d837c4cd1d5,2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al-H,ed02a870-b23b-4d79-83f6-44db3a299380,metal,atomic,False,meam,active,"['Al', 'V', 'H']","['Al', 'V', 'H']","[{'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al-H/1/library.meam'}, {'filename': 'AlVH.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al-H/1/AlVH.meam'}]","Potential 2013--Shim-J-H--V-Al-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Al-H/2013--Shim-J-H--V-Al-H--LAMMPS--ipr1.html
",['10.1016/j.memsci.2012.12.019']
2013--Shim-J-H--V-Ni--LAMMPS--ipr1,2013--Shim-J-H--V-Ni--LAMMPS--ipr1,76592f8a-7e06-44e8-9da1-d58875f2d005,2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni,18f1a9df-1eb5-4da5-a0ec-29754f7bf091,metal,atomic,False,meam,active,"['Ni', 'V']","['Ni', 'V']","[{'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni/1/library.meam'}, {'filename': 'NiV.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni/1/NiV.meam'}]","Potential 2013--Shim-J-H--V-Ni--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni/2013--Shim-J-H--V-Ni--LAMMPS--ipr1.html
",['10.1016/j.memsci.2012.12.019']
2013--Shim-J-H--V-Ni-H--LAMMPS--ipr1,2013--Shim-J-H--V-Ni-H--LAMMPS--ipr1,b0f914e7-5a8f-417a-b486-83c65818241c,2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni-H,ed2ee39b-deb9-407a-8ea7-6eb99de197dd,metal,atomic,False,meam,active,"['Ni', 'V', 'H']","['Ni', 'V', 'H']","[{'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni-H/1/library.meam'}, {'filename': 'NiVH.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni-H/1/NiVH.meam'}]","Potential 2013--Shim-J-H--V-Ni-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Shim-J-H-Ko-W-S-Kim-K-H-et-al--V-Ni-H/2013--Shim-J-H--V-Ni-H--LAMMPS--ipr1.html
",['10.1016/j.memsci.2012.12.019']
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr1,c83296e8-ef62-439e-bd8b-f575625f80a3,2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe,fc5a9a34-b8be-4935-aa63-aa02a15d93b8,metal,atomic,False,eam/alloy,superseded,"['U', 'Mo', 'Xe']","['U', 'Mo', 'Xe']","[{'filename': 'U_Mo_Xe.2013.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe/1/U_Mo_Xe.2013.eam.alloy'}]",,[]
2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2,9efb8ab7-a991-4747-86a3-3567f2de7e07,2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe,fc5a9a34-b8be-4935-aa63-aa02a15d93b8,metal,atomic,False,eam/alloy,active,"['U', 'Mo', 'Xe']","['U', 'Mo', 'Xe']","[{'filename': 'U_Mo_Xe.2013.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe/2/U_Mo_Xe.2013.eam.alloy'}]","Potential 2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Smirnova-D-E-Kuksin-A-Y-Starikov-S-V-et-al--U-Mo-Xe/2013--Smirnova-D-E--U-Mo-Xe--LAMMPS--ipr2.html
",['10.1088/0965-0393/21/3/035011']
2013--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1,2013--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1,3970755e-28e0-4363-a5bd-3a27c14dd476,2013--Ward-D-K-Zhou-X-Wong-B-M-Doty-F-P--Cd-Te-Zn,548dfaed-269b-4525-9ab7-a0c2d66d0c33,metal,atomic,False,bop,active,"['Cd', 'Te', 'Zn']","['Cd', 'Te', 'Zn']","[{'filename': 'CdZnTe_v2.bop.table', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Ward-D-K-Zhou-X-Wong-B-M-Doty-F-P--Cd-Te-Zn/1/CdZnTe_v2.bop.table'}]","Potential 2013--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Ward-D-K-Zhou-X-Wong-B-M-Doty-F-P--Cd-Te-Zn/2013--Ward-D-K--Cd-Te-Zn--LAMMPS--ipr1.html
",['10.1007/s00894-013-2004-8']
2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te--LAMMPS--ipr1,2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te--LAMMPS--ipr1,b61dec76-c838-4883-92c2-480122e3471c,2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te,95fe0b68-f5a1-4bb6-9a11-f446b361d12b,metal,atomic,False,sw,active,"['Zn', 'Cd', 'Hg', 'S', 'Se', 'Te']","['Zn', 'Cd', 'Hg', 'S', 'Se', 'Te']","[{'filename': 'CdTeZnSeHgS0.sw', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te/1/CdTeZnSeHgS0.sw'}]","Potential 2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2013--Zhou-X-W-Ward-D-K-Martin-J-E-et-al--Zn-Cd-Hg-S-Se-Te/2013--Zhou-X-W--Zn-Cd-Hg-S-Se-Te--LAMMPS--ipr1.html
",['10.1103/physrevb.88.085309']
2014--Bonny-G--W-H-He-1--LAMMPS--ipr1,2014--Bonny-G--W-H-He-1--LAMMPS--ipr1,82d49e79-6e8c-4c03-a9bd-5d9e4314e46a,2014--Bonny-G-Grigorev-P-Terentyev-D--W-H-He-1,2a924b21-1fec-4b43-8ce0-9ed732be7c1d,metal,atomic,False,eam/alloy,active,"['W', 'H', 'He']","['W', 'H', 'He']","[{'filename': 'potential-WHHe-EAM1.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Bonny-G-Grigorev-P-Terentyev-D--W-H-He-1/1/potential-WHHe-EAM1.eam.alloy'}]","Potential 2014--Bonny-G--W-H-He-1--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Bonny-G-Grigorev-P-Terentyev-D--W-H-He-1/2014--Bonny-G--W-H-He-1--LAMMPS--ipr1.html
",['10.1088/0953-8984/26/48/485001']
2014--Bonny-G--W-H-He-2--LAMMPS--ipr1,2014--Bonny-G--W-H-He-2--LAMMPS--ipr1,00fef8d3-11a4-4cee-ae51-2be9abb30dbc,2014--Bonny-G-Grigorev-P-Terentyev-D--W-H-He-2,60cf81d5-aa01-4f59-aaa0-8ce26fc1395b,metal,atomic,False,eam/alloy,active,"['W', 'H', 'He']","['W', 'H', 'He']","[{'filename': 'potential-WHHe-EAM2.eam.alloy', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Bonny-G-Grigorev-P-Terentyev-D--W-H-He-2/1/potential-WHHe-EAM2.eam.alloy'}]","Potential 2014--Bonny-G--W-H-He-2--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Bonny-G-Grigorev-P-Terentyev-D--W-H-He-2/2014--Bonny-G--W-H-He-2--LAMMPS--ipr1.html
",['10.1088/0953-8984/26/48/485001']
2014--Fernandez-J-R--U--LAMMPS--ipr1,2014--Fernandez-J-R--U--LAMMPS--ipr1,7006fadd-1124-471f-b35c-f3e6cced28de,2014--Fernandez-J-R-Pascuet-M-I--U,d172f071-9afa-4332-b762-65fc99e1fd59,metal,atomic,False,meam,active,['U'],['U'],"[{'filename': 'U.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Fernandez-J-R-Pascuet-M-I--U/1/U.meam'}, {'filename': 'library-U.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Fernandez-J-R-Pascuet-M-I--U/1/library-U.meam'}]","Potential 2014--Fernandez-J-R--U--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Fernandez-J-R-Pascuet-M-I--U/2014--Fernandez-J-R--U--LAMMPS--ipr1.html
",['10.1088/0965-0393/22/5/055019']
2014--Kang-K-H--Si-C--LAMMPS--ipr1,2014--Kang-K-H--Si-C--LAMMPS--ipr1,e431b165-a2f9-4c87-a7c3-48b3541dbc9e,2014--Kang-K-H-Eun-T-Jun-M-C-Lee-B-J--Si-C,7636b7b3-65ad-4204-8575-dad9a5e53bd2,metal,atomic,False,meam,active,"['Si', 'C']","['Si', 'C']","[{'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Kang-K-H-Eun-T-Jun-M-C-Lee-B-J--Si-C/1/library.meam'}, {'filename': 'SiC.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Kang-K-H-Eun-T-Jun-M-C-Lee-B-J--Si-C/1/SiC.meam'}]","Potential 2014--Kang-K-H--Si-C--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Kang-K-H-Eun-T-Jun-M-C-Lee-B-J--Si-C/2014--Kang-K-H--Si-C--LAMMPS--ipr1.html
",['10.1016/j.jcrysgro.2013.12.007']
2014--Lee-B-M--Zr-H--LAMMPS--ipr1,2014--Lee-B-M--Zr-H--LAMMPS--ipr1,9a52f45c-61b3-4f94-afe7-b2a4824734f3,2014--Lee-B-M-Lee-B-J--Zr-H,ebea64e3-886d-4005-9966-0d7e2bad13cc,metal,atomic,False,meam,active,"['Zr', 'H']","['Zr', 'H']","[{'filename': 'ZrH.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Lee-B-M-Lee-B-J--Zr-H/1/ZrH.meam'}, {'filename': 'library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Lee-B-M-Lee-B-J--Zr-H/1/library.meam'}]","Potential 2014--Lee-B-M--Zr-H--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Lee-B-M-Lee-B-J--Zr-H/2014--Lee-B-M--Zr-H--LAMMPS--ipr1.html
",['10.1007/s11661-014-2230-4']
2014--Liyanage-L-S-I--Fe-C--LAMMPS--ipr1,2014--Liyanage-L-S-I--Fe-C--LAMMPS--ipr1,71b57d9b-9219-448a-a643-545cad0ed62a,2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C,b56ae75c-6690-49f2-b4ae-150a9893e3a3,metal,atomic,False,meam,retracted,"['Fe', 'C']","['Fe', 'C']",[],,[]
2014--Liyanage-L-S-I--Fe-C--LAMMPS--ipr2,2014--Liyanage-L-S-I--Fe-C--LAMMPS--ipr2,f7547d9a-a8f7-4707-be5e-b6883513db2a,2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C,b56ae75c-6690-49f2-b4ae-150a9893e3a3,metal,atomic,False,meam,active,"['Fe', 'C']","['Fe', 'C']","[{'filename': 'Fe3C_library_Liyanage_2014.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C/1/Fe3C_library_Liyanage_2014.meam'}, {'filename': 'Fe3C_Liyanage_2014.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C/1/Fe3C_Liyanage_2014.meam'}]","Potential 2014--Liyanage-L-S-I--Fe-C--LAMMPS--ipr2 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Liyanage-L-S-I-Kim-S-G-Houze-J-et-al--Fe-C/2014--Liyanage-L-S-I--Fe-C--LAMMPS--ipr2.html
",['10.1103/physrevb.89.094102']
2014--Nouranian-S--CH--ipr1,2014--Nouranian-S--CH--ipr1,2e6aa122-4e8c-4704-b0b9-bdff856d4df1,2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH,91ffec63-8483-445c-b807-7a04d4ecf632,metal,atomic,False,meam,active,"['C', 'H']","['C', 'H']","[{'filename': 'Nouranian_CH_library.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH/1/Nouranian_CH_library.meam'}, {'filename': 'Nouranian_CH.meam', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH/1/Nouranian_CH.meam'}, {'filename': 'Isobutane.in', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH/1/Isobutane.in'}, {'filename': 'Isobutane.dat', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH/1/Isobutane.dat'}]","Potential 2014--Nouranian-S--CH--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Nouranian-S-Tschopp-M-A-Gwaltney-S-R-et-al--CH/2014--Nouranian-S--CH--ipr1.html
",['10.1039/c4cp00027g']
2014--Zhou-X-W--Cd-Te-Se--LAMMPS--ipr1,2014--Zhou-X-W--Cd-Te-Se--LAMMPS--ipr1,9f4a24af-9e1e-4272-8bbe-df62f01a8a09,2014--Zhou-X-W-Foster-M-E-van-Swol-F-B-et-al--Cd-Te-Se,48b64765-29eb-426e-b8ca-5f359640f5f6,metal,atomic,False,bop,active,"['Cd', 'Te', 'Se']","['Cd', 'Te', 'Se']","[{'filename': 'CdTeSe.bop.table', 'label': None, 'url': 'https://www.ctcms.nist.gov/potentials/Download/2014--Zhou-X-W-Foster-M-E-van-Swol-F-B-et-al--Cd-Te-Se/1/CdTeSe.bop.table'}]","Potential 2014--Zhou-X-W--Cd-Te-Se--LAMMPS--ipr1 listed in the NIST Interatomic Potentials Repository:
https://www.ctcms.nist.gov/potentials/entry/2014--Zhou-X-W-Foster-M-E-van-Swol-F-B-et-al--Cd-Te-Se/2014--Zhou-X-W--Cd-Te-Se--LAMMPS--ipr1.html
",['10.1021/jp505915u']
